Country;Province;Date;Retail_Recreation;Grocery_Pharmarcy;Parks;Transit_Stations;Workplaces;Residential
Netherlands;Friesland;2020-10-03;-12;-4;125;2;2;4
Netherlands;Friesland;2020-10-04;-2;-4;99;14;3;3
Netherlands;Friesland;2020-10-05;-7;-6;77;-11;-23;7
Netherlands;Friesland;2020-10-06;-5;-4;75;-21;-24;7
Netherlands;Friesland;2020-10-07;-5;-6;93;-18;-20;6
Netherlands;Friesland;2020-10-08;-18;-16;22;-27;-21;8
Netherlands;Friesland;2020-10-09;-13;-4;114;-1;-19;5
Netherlands;Friesland;2020-10-10;-16;-6;96;-3;1;5
Netherlands;Friesland;2020-10-11;-13;-10;60;-4;2;4
Netherlands;Friesland;2020-10-12;7;-1;147;-18;-40;7
Netherlands;Friesland;2020-10-13;9;-2;155;-29;-40;8
Netherlands;Friesland;2020-10-14;0;-8;141;-30;-38;8
Netherlands;Friesland;2020-10-15;-17;-6;106;-34;-40;10
Netherlands;Friesland;2020-10-16;-24;-6;160;-12;-38;8
Netherlands;Friesland;2020-10-17;-28;-5;163;5;-3;6
Netherlands;Friesland;2020-10-18;-27;-7;123;5;-4;4
Netherlands;Friesland;2020-10-19;-13;-3;117;-15;-24;8
Netherlands;Friesland;2020-10-20;-12;0;99;-24;-24;8
Netherlands;Friesland;2020-10-21;-20;-8;65;-23;-21;8
Netherlands;Friesland;2020-10-22;-17;-3;99;-20;-20;8
Netherlands;Friesland;2020-10-23;-22;1;116;-5;-18;7
Netherlands;Friesland;2020-10-24;-26;-2;101;-9;-2;6
Netherlands;Friesland;2020-10-25;-31;-7;45;-10;-3;5
Netherlands;Friesland;2020-10-26;-14;-3;55;-23;-22;7
Netherlands;Friesland;2020-10-27;-17;-5;36;-28;-23;8
Netherlands;Friesland;2020-10-28;-21;-7;41;-27;-20;8
Netherlands;Friesland;2020-10-29;-23;-8;26;-30;-19;9
Netherlands;Friesland;2020-10-30;-31;-7;37;-16;-18;8
Netherlands;Friesland;2020-10-31;-27;-4;94;-16;-3;6
Netherlands;Friesland;2020-11-01;-35;-12;41;-18;-7;5
Netherlands;Friesland;2020-11-02;-20;-10;41;-23;-22;8
Netherlands;Friesland;2020-11-03;-17;-8;48;-33;-24;8
Netherlands;Friesland;2020-11-04;-18;-8;63;-25;-20;7
Netherlands;Friesland;2020-11-05;-25;-7;30;-29;-19;9
Netherlands;Friesland;2020-11-06;-28;-5;64;-17;-18;7
Netherlands;Friesland;2020-11-07;-29;-4;112;-12;-4;6
Netherlands;Friesland;2020-11-08;-27;-6;116;4;-7;3
Netherlands;Friesland;2020-11-09;-19;-7;43;-25;-22;8
Netherlands;Friesland;2020-11-10;-19;-5;30;-30;-23;9
Netherlands;Friesland;2020-11-11;-19;1;44;-26;-20;8
Netherlands;Friesland;2020-11-12;-27;-11;12;-30;-18;9
Netherlands;Friesland;2020-11-13;-30;-5;37;-19;-17;8
Netherlands;Friesland;2020-11-14;-32;-3;37;-25;-7;7
Netherlands;Friesland;2020-11-15;-41;-14;10;-24;-10;6
Netherlands;Friesland;2020-11-16;-22;-11;19;-28;-21;8
Netherlands;Friesland;2020-11-17;-19;-6;27;-30;-23;9
Netherlands;Friesland;2020-11-18;-19;-5;56;-24;-19;7
Netherlands;Friesland;2020-11-19;-24;-9;7;-28;-18;9
Netherlands;Friesland;2020-11-20;-24;-1;39;-18;-16;7
Netherlands;Friesland;2020-11-21;-28;-4;13;-26;-7;7
Netherlands;Friesland;2020-11-22;-25;-6;62;-6;-5;4
Netherlands;Friesland;2020-11-23;-12;-5;39;-24;-19;7
Netherlands;Friesland;2020-11-24;-12;-2;28;-27;-21;8
Netherlands;Friesland;2020-11-25;-12;-3;36;-26;-18;7
Netherlands;Friesland;2020-11-26;-15;-3;20;-27;-16;8
Netherlands;Friesland;2020-11-27;-20;-1;30;-19;-16;6
Netherlands;Friesland;2020-11-28;-25;-3;26;-21;-4;6
Netherlands;Friesland;2020-11-29;-25;-7;42;-12;-4;4
Netherlands;Friesland;2020-11-30;-18;-11;-6;-33;-20;8
Netherlands;Friesland;2020-12-01;-13;-2;13;-30;-21;8
Netherlands;Friesland;2020-12-02;-15;-3;20;-28;-18;7
Netherlands;Friesland;2020-12-03;-21;-5;-11;-34;-16;9
Netherlands;Friesland;2020-12-04;-23;1;9;-24;-15;7
Netherlands;Friesland;2020-12-05;-30;-3;21;-30;-2;6
Netherlands;Friesland;2020-12-06;-36;-13;1;-27;-7;5
Netherlands;Friesland;2020-12-07;-20;-13;-9;-29;-20;8
Netherlands;Friesland;2020-12-08;-16;-6;18;-31;-19;8
Netherlands;Friesland;2020-12-09;-22;-10;2;-30;-17;7
Netherlands;Friesland;2020-12-10;-23;-8;-2;-32;-16;8
Netherlands;Friesland;2020-12-11;-30;-7;3;-23;-16;7
Netherlands;Friesland;2020-12-12;-32;-5;9;-27;-4;7
Netherlands;Friesland;2020-12-13;-34;-7;14;-15;-6;5
Netherlands;Friesland;2020-12-14;20;18;8;-26;-18;6
Netherlands;Friesland;2020-12-15;-47;-11;12;-36;-23;10
Netherlands;Friesland;2020-12-16;-48;-11;32;-43;-33;11
Netherlands;Friesland;2020-12-17;-51;-11;0;-47;-33;13
Netherlands;Friesland;2020-12-18;-53;-9;26;-39;-33;12
Netherlands;Friesland;2020-12-19;-60;-9;25;-29;-11;9
Netherlands;Friesland;2020-12-20;-53;-12;37;-28;-11;6
Netherlands;Friesland;2020-12-21;-38;7;14;-48;-50;14
Netherlands;Friesland;2020-12-22;-35;20;47;-46;-51;14
Netherlands;Friesland;2020-12-23;-41;16;-9;-50;-50;14
Netherlands;Friesland;2020-12-24;-37;23;27;-41;-56;16
Netherlands;Friesland;2020-12-25;-83;-80;24;-63;-81;20
Netherlands;Friesland;2020-12-26;-82;-63;0;-37;-36;9
Netherlands;Friesland;2020-12-27;-64;-32;-36;-31;-17;7
Netherlands;Friesland;2020-12-28;-35;5;81;-39;-62;16
Netherlands;Friesland;2020-12-29;-43;1;21;-55;-63;18
Netherlands;Friesland;2020-12-30;-36;17;78;-42;-60;16
Netherlands;Friesland;2020-12-31;-41;11;48;-40;-66;16
Netherlands;Friesland;2021-01-01;-78;-84;39;-58;-82;22
Netherlands;Friesland;2021-01-02;-63;-14;55;-25;-19;11
Netherlands;Friesland;2021-01-03;-56;-19;26;-24;-10;7
Netherlands;Friesland;2021-01-04;-47;-10;-4;-51;-38;13
Netherlands;Friesland;2021-01-05;-52;-14;-6;-54;-38;14
Netherlands;Friesland;2021-01-06;-53;-13;4;-49;-35;13
Netherlands;Friesland;2021-01-07;-55;-15;-14;-49;-34;14
Netherlands;Friesland;2021-01-08;-56;-12;24;-40;-32;12
Netherlands;Friesland;2021-01-09;-61;-10;28;-33;-12;9
Netherlands;Friesland;2021-01-10;-60;-17;2;-33;-9;7
Netherlands;Friesland;2021-01-11;-49;-14;-3;-50;-34;12
Netherlands;Friesland;2021-01-12;-50;-11;27;-46;-35;12
Netherlands;Friesland;2021-01-13;-52;-14;14;-47;-33;11
Netherlands;Friesland;2021-01-14;-52;-16;18;-47;-33;12
Netherlands;Friesland;2021-01-15;-56;-15;8;-42;-32;11
Netherlands;Friesland;2021-01-16;-63;-15;14;-40;-15;10
Netherlands;Friesland;2021-01-17;-58;-24;15;-34;-14;6
Netherlands;Gelderland;2020-02-15;2;1;15;5;2;0
Netherlands;Gelderland;2020-02-16;-5;-4;-21;-5;-2;1
Netherlands;Gelderland;2020-02-17;0;0;12;2;0;1
Netherlands;Gelderland;2020-02-18;6;6;21;0;2;0
Netherlands;Gelderland;2020-02-19;6;1;22;0;2;0
Netherlands;Gelderland;2020-02-20;2;2;0;0;2;0
Netherlands;Gelderland;2020-02-21;6;4;24;3;-1;0
Netherlands;Gelderland;2020-02-22;-2;-1;-2;5;-3;0
Netherlands;Gelderland;2020-02-23;-2;-14;-37;-2;-2;0
Netherlands;Gelderland;2020-02-24;13;-7;9;-15;-26;3
Netherlands;Gelderland;2020-02-25;17;6;36;-12;-23;3
Netherlands;Gelderland;2020-02-26;8;-2;18;-15;-20;2
Netherlands;Gelderland;2020-02-27;2;-2;-3;-18;-21;3
Netherlands;Gelderland;2020-02-28;5;-1;18;-12;-21;2
Netherlands;Gelderland;2020-02-29;-3;1;-2;-5;-3;0
Netherlands;Gelderland;2020-03-01;4;4;4;-1;1;0
Netherlands;Gelderland;2020-03-02;-5;-2;-6;-1;2;1
Netherlands;Gelderland;2020-03-03;4;5;17;-1;3;0
Netherlands;Gelderland;2020-03-04;4;2;20;2;3;0
Netherlands;Gelderland;2020-03-05;-4;-1;-8;-2;2;1
Netherlands;Gelderland;2020-03-06;1;3;11;0;2;1
Netherlands;Gelderland;2020-03-07;4;1;37;6;1;-1
Netherlands;Gelderland;2020-03-08;-4;0;-13;-5;0;1
Netherlands;Gelderland;2020-03-09;-1;2;7;-2;2;1
Netherlands;Gelderland;2020-03-10;-5;2;-5;-4;1;2
Netherlands;Gelderland;2020-03-11;2;4;17;-5;-1;2
Netherlands;Gelderland;2020-03-12;-6;11;-2;-8;-1;3
Netherlands;Gelderland;2020-03-13;-11;22;1;-24;-8;6
Netherlands;Gelderland;2020-03-14;-15;8;30;-22;-5;5
Netherlands;Gelderland;2020-03-15;-29;12;33;-27;-9;5
Netherlands;Gelderland;2020-03-16;-23;18;35;-49;-35;13
Netherlands;Gelderland;2020-03-17;-25;13;61;-53;-41;15
Netherlands;Gelderland;2020-03-18;-30;4;52;-53;-42;15
Netherlands;Gelderland;2020-03-19;-37;4;10;-59;-45;18
Netherlands;Gelderland;2020-03-20;-44;-2;0;-59;-42;18
Netherlands;Gelderland;2020-03-21;-47;-6;26;-47;-23;12
Netherlands;Gelderland;2020-03-22;-58;-15;26;-49;-30;9
Netherlands;Gelderland;2020-03-23;-34;-6;11;-62;-47;17
Netherlands;Gelderland;2020-03-24;-40;-6;28;-63;-49;19
Netherlands;Gelderland;2020-03-25;-42;-13;34;-61;-48;17
Netherlands;Gelderland;2020-03-26;-45;-12;17;-64;-50;20
Netherlands;Gelderland;2020-03-27;-47;-13;32;-60;-46;19
Netherlands;Gelderland;2020-03-28;-52;-16;13;-51;-27;13
Netherlands;Gelderland;2020-03-29;-66;-28;-29;-62;-33;10
Netherlands;Gelderland;2020-03-30;-41;-18;-3;-66;-49;19
Netherlands;Gelderland;2020-03-31;-37;-10;46;-62;-50;18
Netherlands;Gelderland;2020-04-01;-40;-14;28;-61;-47;17
Netherlands;Gelderland;2020-04-02;-45;-13;0;-65;-49;20
Netherlands;Gelderland;2020-04-03;-47;-12;5;-63;-46;19
Netherlands;Gelderland;2020-04-04;-49;-13;18;-48;-26;12
Netherlands;Gelderland;2020-04-05;-51;-14;42;-40;-27;8
Netherlands;Gelderland;2020-04-06;-30;-13;44;-58;-48;17
Netherlands;Gelderland;2020-04-07;-30;-5;64;-58;-48;17
Netherlands;Gelderland;2020-04-08;-32;-8;76;-53;-46;15
Netherlands;Gelderland;2020-04-09;-34;0;44;-57;-47;17
Netherlands;Gelderland;2020-04-10;-36;-2;51;-55;-51;18
Netherlands;Gelderland;2020-04-11;-43;0;41;-38;-21;10
Netherlands;Gelderland;2020-04-12;-69;-62;42;-42;-25;8
Netherlands;Gelderland;2020-04-13;-57;-50;37;-69;-85;26
Netherlands;Gelderland;2020-04-14;-37;-8;18;-61;-46;17
Netherlands;Gelderland;2020-04-15;-34;-12;57;-54;-43;15
Netherlands;Gelderland;2020-04-16;-36;-8;50;-55;-45;17
Netherlands;Gelderland;2020-04-17;-38;-8;54;-54;-42;16
Netherlands;Gelderland;2020-04-18;-46;-12;14;-47;-19;11
Netherlands;Gelderland;2020-04-19;-46;-15;65;-34;-19;7
Netherlands;Gelderland;2020-04-20;-26;-12;43;-55;-45;16
Netherlands;Gelderland;2020-04-21;-27;-5;56;-57;-44;16
Netherlands;Gelderland;2020-04-22;-28;-9;74;-52;-41;14
Netherlands;Gelderland;2020-04-23;-29;-4;73;-51;-44;16
Netherlands;Gelderland;2020-04-24;-32;-4;68;-51;-41;15
Netherlands;Gelderland;2020-04-25;-36;-3;45;-38;-14;9
Netherlands;Gelderland;2020-04-26;-36;0;82;-29;-17;6
Netherlands;Gelderland;2020-04-27;-28;-19;139;-54;-80;21
Netherlands;Gelderland;2020-04-28;-27;-3;23;-58;-45;15
Netherlands;Gelderland;2020-04-29;-27;-7;40;-52;-43;14
Netherlands;Gelderland;2020-04-30;-30;-4;30;-56;-44;16
Netherlands;Gelderland;2020-05-01;-36;-8;15;-57;-41;16
Netherlands;Gelderland;2020-05-02;-41;-7;9;-46;-14;11
Netherlands;Gelderland;2020-05-03;-40;-10;68;-32;-13;6
Netherlands;Gelderland;2020-05-04;-11;-5;73;-54;-50;16
Netherlands;Gelderland;2020-05-05;-23;-6;151;-56;-70;20
Netherlands;Gelderland;2020-05-06;-19;-4;94;-47;-38;12
Netherlands;Gelderland;2020-05-07;-23;0;86;-50;-40;14
Netherlands;Gelderland;2020-05-08;-25;3;106;-45;-36;12
Netherlands;Gelderland;2020-05-09;-30;7;104;-24;-4;6
Netherlands;Gelderland;2020-05-10;-45;-11;22;-34;3;4
Netherlands;Gelderland;2020-05-11;-24;-8;20;-53;-38;14
Netherlands;Gelderland;2020-05-12;-22;0;36;-53;-37;14
Netherlands;Gelderland;2020-05-13;-25;-5;36;-51;-35;13
Netherlands;Gelderland;2020-05-14;-27;-2;39;-51;-36;13
Netherlands;Gelderland;2020-05-15;-28;-3;56;-48;-32;12
Netherlands;Gelderland;2020-05-16;-32;-2;55;-35;-3;8
Netherlands;Gelderland;2020-05-17;-33;-5;89;-26;-1;5
Netherlands;Gelderland;2020-05-18;-14;-4;79;-47;-36;12
Netherlands;Gelderland;2020-05-19;-12;4;92;-47;-35;12
Netherlands;Gelderland;2020-05-20;-1;20;167;-39;-32;8
Netherlands;Gelderland;2020-05-21;-30;-17;318;-43;-79;19
Netherlands;Gelderland;2020-05-22;-14;5;132;-49;-53;15
Netherlands;Gelderland;2020-05-23;-26;-1;98;-32;2;7
Netherlands;Gelderland;2020-05-24;-44;-12;3;-45;-2;6
Netherlands;Gelderland;2020-05-25;-8;-1;77;-46;-35;11
Netherlands;Gelderland;2020-05-26;-4;5;118;-44;-33;11
Netherlands;Gelderland;2020-05-27;-7;1;113;-41;-31;10
Netherlands;Gelderland;2020-05-28;-13;5;88;-46;-33;11
Netherlands;Gelderland;2020-05-29;-15;5;153;-40;-29;9
Netherlands;Gelderland;2020-05-30;-22;11;149;-21;13;4
Netherlands;Gelderland;2020-05-31;-39;-27;180;-16;8;2
Netherlands;Gelderland;2020-06-01;6;-21;307;-41;-77;16
Netherlands;Gelderland;2020-06-02;0;11;163;-40;-31;9
Netherlands;Gelderland;2020-06-03;-1;1;126;-38;-29;8
Netherlands;Gelderland;2020-06-04;-16;-1;18;-49;-32;12
Netherlands;Gelderland;2020-06-05;-21;-4;26;-47;-27;11
Netherlands;Gelderland;2020-06-06;-17;0;42;-33;12;6
Netherlands;Gelderland;2020-06-07;-21;-6;31;-34;10;5
Netherlands;Gelderland;2020-06-08;-6;-3;58;-44;-31;10
Netherlands;Gelderland;2020-06-09;-2;4;90;-43;-30;10
Netherlands;Gelderland;2020-06-10;-1;1;106;-40;-28;8
Netherlands;Gelderland;2020-06-11;-4;3;83;-45;-30;10
Netherlands;Gelderland;2020-06-12;-4;0;160;-35;-26;7
Netherlands;Gelderland;2020-06-13;-13;-1;136;-22;16;3
Netherlands;Gelderland;2020-06-14;-18;-8;63;-27;13;3
Netherlands;Gelderland;2020-06-15;2;1;110;-40;-31;8
Netherlands;Gelderland;2020-06-16;0;4;93;-43;-30;9
Netherlands;Gelderland;2020-06-17;4;0;114;-37;-28;8
Netherlands;Gelderland;2020-06-18;-3;1;79;-43;-30;9
Netherlands;Gelderland;2020-06-19;0;2;136;-35;-26;6
Netherlands;Gelderland;2020-06-20;-5;6;131;-18;17;2
Netherlands;Gelderland;2020-06-21;-4;-5;116;-14;31;0
Netherlands;Gelderland;2020-06-22;8;3;137;-38;-32;8
Netherlands;Gelderland;2020-06-23;13;10;190;-35;-31;7
Netherlands;Gelderland;2020-06-24;9;4;202;-32;-28;6
Netherlands;Gelderland;2020-06-25;2;5;165;-37;-30;8
Netherlands;Gelderland;2020-06-26;-5;0;202;-34;-27;6
Netherlands;Gelderland;2020-06-27;-11;0;109;-24;9;3
Netherlands;Gelderland;2020-06-28;6;1;107;-17;17;1
Netherlands;Gelderland;2020-06-29;5;2;99;-40;-29;8
Netherlands;Gelderland;2020-06-30;6;5;86;-42;-29;9
Netherlands;Gelderland;2020-07-01;5;0;91;-37;-27;7
Netherlands;Gelderland;2020-07-02;5;2;95;-36;-28;8
Netherlands;Gelderland;2020-07-03;5;0;149;-30;-25;5
Netherlands;Gelderland;2020-07-04;-11;-2;80;-27;11;3
Netherlands;Gelderland;2020-07-05;-5;-4;71;-25;12;2
Netherlands;Gelderland;2020-07-06;9;1;119;-38;-31;8
Netherlands;Gelderland;2020-07-07;18;10;159;-34;-29;7
Netherlands;Gelderland;2020-07-08;9;1;106;-35;-28;7
Netherlands;Gelderland;2020-07-09;2;1;77;-38;-30;8
Netherlands;Gelderland;2020-07-10;3;1;137;-33;-26;6
Netherlands;Gelderland;2020-07-11;-5;-2;145;-14;11;1
Netherlands;Gelderland;2020-07-12;15;-2;167;-5;14;-1
Netherlands;Gelderland;2020-07-13;24;4;235;-31;-33;6
Netherlands;Gelderland;2020-07-14;12;4;146;-41;-34;8
Netherlands;Gelderland;2020-07-15;22;4;206;-30;-30;5
Netherlands;Gelderland;2020-07-16;8;3;128;-41;-33;8
Netherlands;Gelderland;2020-07-17;10;1;202;-32;-30;4
Netherlands;Gelderland;2020-07-18;-4;-3;216;-8;9;0
Netherlands;Gelderland;2020-07-19;16;-1;196;-4;12;-1
Netherlands;Gelderland;2020-07-20;29;8;262;-38;-41;6
Netherlands;Gelderland;2020-07-21;32;10;292;-36;-41;7
Netherlands;Gelderland;2020-07-22;26;1;277;-32;-38;5
Netherlands;Gelderland;2020-07-23;21;3;241;-37;-40;7
Netherlands;Gelderland;2020-07-24;7;-2;202;-37;-39;6
Netherlands;Gelderland;2020-07-25;-8;-5;149;-20;1;1
Netherlands;Gelderland;2020-07-26;18;-2;164;-12;10;-1
Netherlands;Gelderland;2020-07-27;24;3;238;-43;-48;8
Netherlands;Gelderland;2020-07-28;31;7;279;-41;-47;8
Netherlands;Gelderland;2020-07-29;27;0;285;-36;-45;6
Netherlands;Gelderland;2020-07-30;23;4;283;-37;-47;7
Netherlands;Gelderland;2020-07-31;0;-8;325;-37;-46;5
Netherlands;Gelderland;2020-08-01;-12;-7;224;-17;-2;0
Netherlands;Gelderland;2020-08-02;15;-3;190;-11;8;-1
Netherlands;Gelderland;2020-08-03;27;3;252;-45;-52;8
Netherlands;Gelderland;2020-08-04;38;9;333;-39;-51;8
Netherlands;Gelderland;2020-08-05;25;1;356;-35;-49;6
Netherlands;Gelderland;2020-08-06;11;1;303;-43;-51;8
Netherlands;Gelderland;2020-08-07;-6;-7;299;-43;-49;7
Netherlands;Gelderland;2020-08-08;-24;-11;245;-27;-7;1
Netherlands;Gelderland;2020-08-09;-6;-7;208;-20;4;-1
Netherlands;Gelderland;2020-08-10;15;4;302;-46;-52;8
Netherlands;Gelderland;2020-08-11;13;2;316;-47;-52;9
Netherlands;Gelderland;2020-08-12;9;-6;313;-43;-49;8
Netherlands;Gelderland;2020-08-13;3;-4;200;-48;-50;10
Netherlands;Gelderland;2020-08-14;1;-7;217;-43;-47;7
Netherlands;Gelderland;2020-08-15;-11;-8;172;-21;-3;1
Netherlands;Gelderland;2020-08-16;3;-7;156;-16;6;0
Netherlands;Gelderland;2020-08-17;18;1;;-42;-45;8
Netherlands;Gelderland;2020-08-18;24;5;;-38;-43;7
Netherlands;Gelderland;2020-08-19;20;-3;;-33;-41;6
Netherlands;Gelderland;2020-08-20;13;-1;190;-39;-43;7
Netherlands;Gelderland;2020-08-21;6;-5;206;-36;-40;5
Netherlands;Gelderland;2020-08-22;-8;-6;142;-20;2;2
Netherlands;Gelderland;2020-08-23;9;-1;115;-16;10;0
Netherlands;Gelderland;2020-08-24;17;2;;-36;-37;7
Netherlands;Gelderland;2020-08-25;15;5;;-38;-36;7
Netherlands;Gelderland;2020-08-26;5;-5;91;-37;-34;7
Netherlands;Gelderland;2020-08-27;15;0;139;-32;-34;6
Netherlands;Gelderland;2020-08-28;3;-5;126;-33;-32;5
Netherlands;Gelderland;2020-08-29;-3;-4;107;-19;5;1
Netherlands;Gelderland;2020-08-30;0;-3;69;-20;12;1
Netherlands;Gelderland;2020-08-31;12;0;134;-29;-31;6
Netherlands;Gelderland;2020-09-01;15;4;;-26;-31;5
Netherlands;Gelderland;2020-09-02;16;-1;;-18;-28;3
Netherlands;Gelderland;2020-09-03;-7;-6;68;-34;-31;7
Netherlands;Gelderland;2020-09-04;3;-3;156;-23;-27;3
Netherlands;Gelderland;2020-09-05;-3;-5;134;-15;4;1
Netherlands;Gelderland;2020-09-06;9;-2;127;-9;13;0
Netherlands;Gelderland;2020-09-07;9;0;;-26;-30;5
Netherlands;Gelderland;2020-09-08;9;3;;-28;-31;5
Netherlands;Gelderland;2020-09-09;6;-2;136;-23;-27;4
Netherlands;Gelderland;2020-09-10;4;-2;141;-26;-28;5
Netherlands;Gelderland;2020-09-11;4;-3;179;-20;-25;3
Netherlands;Gelderland;2020-09-12;-4;-4;147;-11;5;0
Netherlands;Gelderland;2020-09-13;19;-2;171;5;15;-2
Netherlands;Gelderland;2020-09-14;12;-1;201;-22;-24;4
Netherlands;Gelderland;2020-09-15;13;2;226;-24;-25;4
Netherlands;Gelderland;2020-09-16;10;-1;184;-20;-23;3
Netherlands;Gelderland;2020-09-17;2;-4;138;-28;-24;5
Netherlands;Gelderland;2020-09-18;1;-5;172;-21;-22;3
Netherlands;Gelderland;2020-09-19;-2;-6;163;-8;5;0
Netherlands;Gelderland;2020-09-20;21;-1;178;5;15;-1
Netherlands;Gelderland;2020-09-21;10;-1;163;-22;-24;4
Netherlands;Gelderland;2020-09-22;13;4;169;-24;-24;5
Netherlands;Gelderland;2020-09-23;3;2;102;-23;-20;5
Netherlands;Gelderland;2020-09-24;-3;0;67;-31;-21;6
Netherlands;Gelderland;2020-09-25;-4;-1;81;-28;-19;5
Netherlands;Gelderland;2020-09-26;-6;-3;65;-17;5;2
Netherlands;Gelderland;2020-09-27;-5;-4;50;-19;12;2
Netherlands;Gelderland;2020-09-28;-5;-4;42;-32;-20;7
Netherlands;Gelderland;2020-09-29;-2;4;65;-35;-22;7
Netherlands;Gelderland;2020-09-30;0;1;76;-30;-22;6
Netherlands;Gelderland;2020-10-01;-14;-4;23;-38;-23;9
Netherlands;Gelderland;2020-10-02;-9;-1;75;-29;-19;6
Netherlands;Gelderland;2020-10-03;-17;-6;33;-25;1;5
Netherlands;Gelderland;2020-10-04;-12;-3;51;-22;9;3
Netherlands;Gelderland;2020-10-05;-10;-6;36;-36;-24;8
Netherlands;Gelderland;2020-10-06;-9;-1;41;-38;-25;8
Netherlands;Gelderland;2020-10-07;-9;-4;40;-33;-22;7
Netherlands;Gelderland;2020-10-08;-21;-10;2;-41;-24;10
Netherlands;Gelderland;2020-10-09;-12;-3;63;-33;-19;7
Netherlands;Gelderland;2020-10-10;-19;-7;33;-31;2;5
Netherlands;Gelderland;2020-10-11;-19;-7;46;-27;8;4
Netherlands;Gelderland;2020-10-12;-5;-4;73;-36;-24;8
Netherlands;Gelderland;2020-10-13;0;4;89;-38;-25;9
Netherlands;Gelderland;2020-10-14;-4;-3;74;-37;-22;8
Netherlands;Gelderland;2020-10-15;-25;-2;48;-44;-25;11
Netherlands;Gelderland;2020-10-16;-25;-2;74;-38;-22;9
Netherlands;Gelderland;2020-10-17;-30;-4;67;-34;-5;7
Netherlands;Gelderland;2020-10-18;-36;-9;75;-30;-2;5
Netherlands;Gelderland;2020-10-19;-9;-5;104;-46;-41;11
Netherlands;Gelderland;2020-10-20;-11;2;75;-50;-42;12
Netherlands;Gelderland;2020-10-21;-15;-5;66;-45;-39;11
Netherlands;Gelderland;2020-10-22;-16;-2;86;-47;-41;12
Netherlands;Gelderland;2020-10-23;-18;-1;84;-43;-37;10
Netherlands;Gelderland;2020-10-24;-30;-4;45;-34;-5;7
Netherlands;Gelderland;2020-10-25;-39;-9;10;-34;0;5
Netherlands;Gelderland;2020-10-26;-17;-4;34;-39;-24;9
Netherlands;Gelderland;2020-10-27;-16;3;35;-42;-25;10
Netherlands;Gelderland;2020-10-28;-22;-4;13;-38;-22;9
Netherlands;Gelderland;2020-10-29;-28;-4;6;-44;-23;11
Netherlands;Gelderland;2020-10-30;-27;-3;20;-38;-19;9
Netherlands;Gelderland;2020-10-31;-28;-3;53;-28;-2;6
Netherlands;Gelderland;2020-11-01;-40;-10;20;-35;0;6
Netherlands;Gelderland;2020-11-02;-23;-10;12;-39;-23;10
Netherlands;Gelderland;2020-11-03;-18;0;39;-42;-25;10
Netherlands;Gelderland;2020-11-04;-19;-3;43;-37;-23;10
Netherlands;Gelderland;2020-11-05;-28;-4;22;-42;-24;11
Netherlands;Gelderland;2020-11-06;-28;-3;39;-37;-20;10
Netherlands;Gelderland;2020-11-07;-30;-4;53;-31;-4;7
Netherlands;Gelderland;2020-11-08;-36;-6;74;-27;-1;5
Netherlands;Gelderland;2020-11-09;-20;-6;37;-39;-23;10
Netherlands;Gelderland;2020-11-10;-19;2;45;-42;-24;10
Netherlands;Gelderland;2020-11-11;-21;0;35;-36;-21;9
Netherlands;Gelderland;2020-11-12;-30;-5;6;-42;-23;11
Netherlands;Gelderland;2020-11-13;-29;-2;21;-38;-19;10
Netherlands;Gelderland;2020-11-14;-32;-1;21;-35;-4;8
Netherlands;Gelderland;2020-11-15;-46;-10;8;-37;-5;6
Netherlands;Gelderland;2020-11-16;-25;-9;10;-40;-22;10
Netherlands;Gelderland;2020-11-17;-21;1;22;-42;-23;10
Netherlands;Gelderland;2020-11-18;-18;1;57;-35;-20;8
Netherlands;Gelderland;2020-11-19;-29;-5;-4;-44;-21;11
Netherlands;Gelderland;2020-11-20;-24;0;23;-38;-17;9
Netherlands;Gelderland;2020-11-21;-29;-2;6;-37;-5;7
Netherlands;Gelderland;2020-11-22;-37;-7;21;-35;-1;5
Netherlands;Gelderland;2020-11-23;-15;-5;29;-40;-21;9
Netherlands;Gelderland;2020-11-24;-13;5;28;-43;-22;10
Netherlands;Gelderland;2020-11-25;-13;2;27;-37;-19;8
Netherlands;Gelderland;2020-11-26;-23;-1;-8;-44;-21;10
Netherlands;Gelderland;2020-11-27;-19;2;10;-38;-17;8
Netherlands;Gelderland;2020-11-28;-27;-2;3;-37;-3;7
Netherlands;Gelderland;2020-11-29;-33;-6;28;-34;2;5
Netherlands;Gelderland;2020-11-30;-18;-8;-7;-42;-21;10
Netherlands;Gelderland;2020-12-01;-14;3;6;-43;-22;10
Netherlands;Gelderland;2020-12-02;-15;1;10;-39;-19;9
Netherlands;Gelderland;2020-12-03;-24;-2;-17;-44;-20;10
Netherlands;Gelderland;2020-12-04;-22;3;6;-38;-16;9
Netherlands;Gelderland;2020-12-05;-32;-2;2;-38;0;6
Netherlands;Gelderland;2020-12-06;-42;-11;-7;-38;0;5
Netherlands;Gelderland;2020-12-07;-23;-10;-15;-42;-21;10
Netherlands;Gelderland;2020-12-08;-17;1;12;-44;-20;9
Netherlands;Gelderland;2020-12-09;-20;-3;-1;-40;-19;9
Netherlands;Gelderland;2020-12-10;-26;-4;-6;-45;-20;10
Netherlands;Gelderland;2020-12-11;-29;-5;-5;-41;-17;9
Netherlands;Gelderland;2020-12-12;-32;-3;-12;-39;-3;7
